"feature","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","direction"
"Wfdc21","Wfdc21",25.0813671035985,2.43959332402749,0.573767092136446,4.25188784345153,2.11976018806848e-05,0.00147295875037235,"Up"
"Serpina3m","Serpina3m",23.4863729319073,2.41091233799466,0.595091971858867,4.05132727713294,5.09279138126592e-05,0.00232310970116181,"Up"
"Hlf","Hlf",142.387769155064,2.4084106741868,0.718902605066591,3.35012094435757,0.00080776282468028,0.0115859970500398,"Up"
"Il13ra2","Il13ra2",579.53212066012,2.36741388143333,0.58224390391822,4.06601746364673,4.78233537144286e-05,0.00223470033680906,"Up"
"Il1a","Il1a",68.2666256625805,2.33912521579643,0.398986306085698,5.86267042281399,4.5548172760084e-09,1.01807757480915e-05,"Up"
"Trib3","Trib3",923.056917010698,2.32588488681665,0.62183593556835,3.74035135922278,0.000183763193266483,0.00487045095829408,"Up"
"Sprr2g","Sprr2g",19.3654982792587,2.29196288145418,0.634039253092936,3.61485960100049,0.000300510433255623,0.00642766414735433,"Up"
"Tnfrsf9","Tnfrsf9",260.46077864501,2.2752736078902,0.684318828087221,3.32487360350722,0.000884586279689018,0.0123907177076764,"Up"
"Kcnma1","Kcnma1",21.3939874416928,2.27449448166646,0.55261234812691,4.115895146708,3.85679621080574e-05,0.00202837231306336,"Up"
"Slco4a1","Slco4a1",27.2799597403069,2.26640371963697,0.664779136313177,3.4092581969499,0.00065139795928813,0.0100993040832522,"Up"
"Cck","Cck",567.795997848572,2.24227041262859,0.719703281301587,3.11554840846833,0.0018360321004125,0.0196355873194833,"Up"
"Fam198a","Fam198a",23.0854606488033,-2.2073929171823,0.630858165413619,-3.4990320141692,0.000466950511960929,0.00829784873276558,"Down"
"Ccl8","Ccl8",460.521304064529,2.19681114445201,0.633534695493078,3.46754670277725,0.000525232464195376,0.00889380375924772,"Up"
"Csf2rb","Csf2rb",538.866015544877,2.15229090327787,0.635637199118746,3.38603673016908,0.000709098919394583,0.0106491888107511,"Up"
"Rasl11a","Rasl11a",442.444660597999,2.09367815073927,0.550245802188547,3.80498704835526,0.000141811610866015,0.00413575792947651,"Up"
"Mark1","Mark1",30.5023573344866,2.06954297954883,0.485375143759336,4.26380090978655,2.00978532274872e-05,0.00145693140342612,"Up"
"Avil","Avil",36.6405683560186,2.01903747336136,0.419192287190464,4.81649480455252,1.46101967272515e-06,0.000343749733875737,"Up"
"H2-Q10","H2-Q10",9.29220144860292,2.0174109359023,0.722777572186586,2.79119194277033,0.00525143201590761,0.037802981623906,"Up"
"Havcr2","Havcr2",64.8792049629325,2.00400977872718,0.446051412714742,4.49277756241248,7.03002028063635e-06,0.000825193119060332,"Up"
"Tpsab1","Tpsab1",206.565390651228,1.99883201467941,0.599066042509584,3.33658039822452,0.000848158931898067,0.0119859425033561,"Up"
"Cxcl1","Cxcl1",9873.68702578324,1.99652393785491,0.560707500527294,3.56072272259131,0.000369835461523479,0.00729391672719321,"Up"
"Erv3","Erv3",54.8484682843913,1.96338276167201,0.366521090256124,5.35680705385877,8.4705491485262e-08,6.68226674299322e-05,"Up"
"Mmp10","Mmp10",18.6856953109792,1.95777707991655,0.656656777247452,2.98143131655945,0.00286904395512628,0.0258406638564127,"Up"
"Slpi","Slpi",892.43408224015,1.94920725289264,0.588081220421141,3.31452048663748,0.000918004526539093,0.0126399986708581,"Up"
"Npy1r","Npy1r",171.260133470343,1.91593084177765,0.38389175129565,4.99081013153137,6.01265780972557e-07,0.000208914626655421,"Up"
"Thbd","Thbd",3037.15744830478,1.91067216404624,0.49801191810964,3.83659927517155,0.000124749780345751,0.00383720023902952,"Up"
"Adm2","Adm2",123.807175611019,1.9048453987093,0.397723115013684,4.78937564049744,1.67301041440057e-06,0.000386221949622136,"Up"
"Ptn","Ptn",199.430400873273,-1.89694913685521,0.662391437883986,-2.86378873331308,0.0041860710725301,0.0326945748837588,"Down"
"Acat3","Acat3",165.193165210995,1.89183130012024,0.423828396899157,4.46367283070551,8.05665546843176e-06,0.000887406087924375,"Up"
"Serpina3i","Serpina3i",74.3513079170964,1.87631218258672,0.495078930102807,3.78992534018179,0.000150692570735343,0.0042998682258121,"Up"
"Cd93","Cd93",23.0418117280832,1.87524391775111,0.610553814947968,3.07138186977167,0.00213070456538196,0.0214448983862589,"Up"
"Fam110c","Fam110c",282.151534243973,1.86752039312156,0.654651207274463,2.8526952556869,0.00433501715443605,0.0333258521999608,"Up"
"Gipr","Gipr",47.8985518983594,1.83548396358795,0.502776013667532,3.65069914572673,0.000261527440053503,0.00599344489402748,"Up"
"Erich2","Erich2",19.8173259359163,1.83506133103517,0.549625036574147,3.33875134668762,0.000841558577585321,0.0119177846715911,"Up"
"Angptl7","Angptl7",172.664776070156,1.82667252712775,0.59617147312771,3.06400525597851,0.00218395073103423,0.0216314351949041,"Up"
"Cxcl5","Cxcl5",40539.0357880377,1.82013190259457,0.446740772084927,4.07424622136025,4.61636214673858e-05,0.00217993073063067,"Up"
"Cebpd","Cebpd",2559.1293482625,1.81845755516926,0.490082197365596,3.7105154297468,0.000206837688693387,0.00525359894520267,"Up"
"Gpr137b","Gpr137b",2319.45519807813,1.81832061256577,0.447580219521287,4.06255802481748,4.85378772219784e-05,0.00225840840139614,"Up"
"N4bp2l1","N4bp2l1",107.070969892196,1.80146168505959,0.426608587748827,4.22275063557847,2.4133878727796e-05,0.00159438151536193,"Up"
"Serpinb9b","Serpinb9b",965.959925839164,1.79983977590376,0.429383908667726,4.19167961251325,2.76896844886879e-05,0.00169564547341458,"Up"
"Gpr68","Gpr68",20.2471614115918,1.78343567599113,0.401174436467599,4.44553668896391,8.76727159884702e-06,0.000940623035297099,"Up"
"Plek","Plek",93.0862953219413,1.77108284797399,0.512221198638822,3.45765238276055,0.000544903982396291,0.00912323009727424,"Up"
"Pthlh","Pthlh",16.5567151442437,-1.76241777166896,0.573286150366579,-3.07423748252422,0.00211041364353694,0.0213283778247731,"Down"
"Mt2","Mt2",10271.0517303713,1.74730776627285,0.431705182224275,4.04745608396497,5.17772924780497e-05,0.0023277537196112,"Up"
"Chac1","Chac1",1394.81211854765,1.73910457506629,0.448368980003305,3.87873526632791,0.000105000946915374,0.00352924235358918,"Up"
"Ceacam19","Ceacam19",32.5404156276515,1.71714082803118,0.51789647303737,3.31560633722886,0.000914445434953941,0.0126399986708581,"Up"
"Adm","Adm",452.325845690092,1.69102763222492,0.453159550565813,3.73163851476486,0.000190238358581594,0.00499972253917056,"Up"
"Muc13","Muc13",14.0803469185971,1.64146929735113,0.534387862242677,3.07168147581485,0.00212856730739551,0.0214448983862589,"Up"
"AI607873","AI607873",38.4662088667337,1.63579469664755,0.386935084498663,4.22756881497833,2.36229938418526e-05,0.00157682654965169,"Up"
"Saa2","Saa2",14.4465639253453,1.62600928634608,0.552761227900411,2.94161240744445,0.00326508316627884,0.0281197538375004,"Up"
"Cth","Cth",186.786558882486,1.62018292626153,0.387119174073286,4.18523037547815,2.84877032368824e-05,0.00172093958608031,"Up"
"Mmp8","Mmp8",35.2937077963516,1.61786499236809,0.569685709885155,2.83992553138508,0.00451240664523103,0.0342176366959445,"Up"
"Parm1","Parm1",246.992776031051,-1.61069773377237,0.540381669058153,-2.98066686196018,0.00287621495172455,0.0258878649111261,"Down"
"Oas1b","Oas1b",9.5957302519771,1.6033443563521,0.576705709873241,2.7801777039879,0.00543291592578161,0.0385507066035223,"Up"
"Slc10a6","Slc10a6",97.832184844978,1.55627577895154,0.411646402559946,3.78061309238553,0.000156442635195263,0.00442627042321449,"Up"
"Klf15","Klf15",56.2078023883023,1.55019285619535,0.42385817104875,3.65733861484779,0.00025484761609536,0.00590286939456801,"Up"
"Cd40","Cd40",60.1423161477404,1.53418749775474,0.408058442425116,3.75972492723583,0.000170100283732135,0.00468867120718844,"Up"
"Ifit1","Ifit1",147.321482727778,1.52435978883355,0.33730595833457,4.51921986898777,6.20679117115639e-06,0.000763663086205306,"Up"
"Unc93a","Unc93a",29.4549227810081,1.5066335727483,0.413763725089581,3.64128965733309,0.00027127571433555,0.00609875941372189,"Up"
"Cd200r3","Cd200r3",12.1409950804827,1.50147966930768,0.554810391853436,2.70629334157158,0.00680389155058219,0.0443592559965278,"Up"
"Gm20219","Gm20219",12.3922626524987,1.49790981183973,0.530413523582103,2.82404151712371,0.0047422241632788,0.0351960977810705,"Up"
"Xdh","Xdh",3142.05364168098,1.49156418312294,0.439017946614133,3.3975016161103,0.000680041862963665,0.0103991350333018,"Up"
"Ddit3","Ddit3",1273.60782490035,1.48655645797376,0.457980196100038,3.24589681089408,0.00117081269300673,0.0150112514588081,"Up"
"Prl2c5","Prl2c5",11.5545117110874,1.47796846987592,0.546541944714756,2.70421782658837,0.00684653912840672,0.0445722991510012,"Up"
"Itgb2","Itgb2",86.7996347345001,1.4770938110243,0.371717473126612,3.97370023690327,7.07646141539023e-05,0.00279124776593525,"Up"
"Dnajb13","Dnajb13",15.4650884413198,-1.47675992772793,0.536221933541335,-2.75400880746347,0.0058870183892804,0.0405947608186781,"Down"
"Stra6","Stra6",75.2690495201031,-1.45930214839865,0.343063531782183,-4.25373732036662,2.102319044819e-05,0.00147295875037235,"Down"
"Aldh1l2","Aldh1l2",2874.47462270998,1.45813755465598,0.254749419180941,5.72381110561163,1.04160558644085e-08,1.39689725197582e-05,"Up"
"Dmp1","Dmp1",135.388948745681,-1.45469168142241,0.426155728389467,-3.41352135971513,0.000641291313664781,0.0100706765896468,"Down"
"Dcn","Dcn",3893.99450551931,1.45275151222618,0.241992742952705,6.00328544773802,1.93364230128961e-09,5.186415380519e-06,"Up"
"Fetub","Fetub",314.840296039475,1.4389085711938,0.463166870993183,3.10667420601198,0.00189204791693914,0.0200726098232213,"Up"
"Mest","Mest",2236.71014155167,-1.43555817642039,0.247346762189251,-5.8038284540875,6.48175933643816e-09,1.21317178877334e-05,"Down"
"Tmem154","Tmem154",179.352827857388,1.43393367258304,0.329343644077777,4.35391330110018,1.33728612235559e-05,0.00117989106492834,"Up"
"Atf3","Atf3",277.666984662633,1.42729409640414,0.307245937879423,4.64544496911878,3.39344226019275e-06,0.000536486394324995,"Up"
"Mfap4","Mfap4",62.3913364763471,-1.42642519163615,0.482948469552022,-2.95357637836452,0.00314114867418296,0.0274436122928128,"Down"
"Otoa","Otoa",21.6720492030479,-1.42337265418594,0.469457616807462,-3.03195134816548,0.00242978362891029,0.023258978049476,"Down"
"Camp","Camp",90.6796343741148,1.40948894544065,0.344266407882861,4.09418088191817,4.23663478697464e-05,0.00207363172000427,"Up"
"Bfsp2","Bfsp2",10.9624830188422,-1.40299213959438,0.474793892283422,-2.95494984749484,0.00312719882056844,0.0274110218187211,"Down"
"Oit3","Oit3",18.9167540550089,1.39601848854531,0.494128121762468,2.82521562133714,0.00472488085858311,0.0351722185486823,"Up"
"Gm14023","Gm14023",11.5750715242376,1.3943058580951,0.478595368183326,2.91332919369376,0.00357597406760573,0.0294753191903105,"Up"
"Tnfrsf26","Tnfrsf26",10.9824512634483,1.38049679420063,0.495815101952851,2.78429759150803,0.00536437908711804,0.0382465113967783,"Up"
"Apln","Apln",2030.28996907872,1.38014556613799,0.43517504139834,3.17147224643949,0.00151668359852128,0.0174744362025506,"Up"
"Avpr1a","Avpr1a",190.540184039333,1.37761049781924,0.410823300186639,3.35329202894137,0.000798564018640889,0.0115156366171967,"Up"
"4930558J18Rik","4930558J18Rik",21.5437521255611,-1.37499139001195,0.438416338870473,-3.13626858331614,0.00171112419394165,0.0188906796751463,"Down"
"Spc24","Spc24",607.267975187594,-1.36855290165793,0.466912680373266,-2.93106818294989,0.00337798631266909,0.0286192138077275,"Down"
"Ptx3","Ptx3",1189.82631229904,1.36827158640893,0.400269364727912,3.41837699055243,0.00062995785774445,0.00996269437524861,"Up"
"F13a1","F13a1",32.6558288772874,1.36709342881904,0.359480027522468,3.80297464157059,0.0001429689950859,0.00414116024426998,"Up"
"Trim66","Trim66",67.0307656022988,-1.36168905585998,0.462993301800389,-2.94105562772708,0.0032709578693983,0.0281197538375004,"Down"
"Mt1","Mt1",10035.1184186605,1.35938261166522,0.377167435513792,3.60418870683631,0.000313129495534499,0.00660279821480057,"Up"
"Enpp2","Enpp2",2111.26674447508,1.35607198641684,0.36343285599531,3.73128616206989,0.000190504676572676,0.00499972253917056,"Up"
"Ero1l","Ero1l",3585.51210073771,1.35268406641392,0.253457862726221,5.33691893344438,9.45392822641445e-08,7.04370174691356e-05,"Up"
"1500015O10Rik","1500015O10Rik",31.702025376886,-1.34767187379783,0.503680744291054,-2.67564700273526,0.0074585156101776,0.0470489900508428,"Down"
"Ier3","Ier3",3746.46765965881,1.34427042413052,0.385644752555651,3.48577392852386,0.000490715520684187,0.00856899198944744,"Up"
"Gpnmb","Gpnmb",77.7654420935984,1.34190627958757,0.365618014511353,3.67024114329,0.000242321756753153,0.00576201609896549,"Up"
"Steap4","Steap4",699.967945100794,1.33939024332268,0.296737114397075,4.51372672422228,6.36982846701184e-06,0.00076960152766753,"Up"
"Cd33","Cd33",22.2358891534814,1.33855550576617,0.495347332360315,2.70225641347051,0.00688706273429765,0.0447926277059485,"Up"
"Smoc2","Smoc2",918.829178703842,-1.33447112829269,0.443974280787561,-3.00573971520487,0.00264935675314031,0.0245752399988846,"Down"
"Cxcl10","Cxcl10",104.29640589065,1.33195480293283,0.256652050840415,5.1897298251516,2.10599424822341e-07,9.73913409066348e-05,"Up"
"Rmi2","Rmi2",45.5721833194368,-1.32593612110663,0.393093348726171,-3.37308205647172,0.00074331797183292,0.0109840754419712,"Down"
"Gjb5","Gjb5",105.8288643843,-1.31905597329151,0.447800032561615,-2.94563617100679,0.0032229125031271,0.0278674916695278,"Down"
"Cgn","Cgn",19.6269503365693,-1.30602338534049,0.464405056422639,-2.81225057151815,0.0049196162550916,0.0361319680159,"Down"
"Cyp2f2","Cyp2f2",84.1707897547125,1.30565733711003,0.441263756555501,2.95890455019913,0.00308734711629555,0.0271326423175882,"Up"
"Padi3","Padi3",105.806269611131,-1.302516406863,0.394884761720395,-3.2984721952509,0.000972125071686281,0.0131821732420472,"Down"
"Gm9992","Gm9992",145.977297002509,1.3017363528652,0.306676386406556,4.24465792139443,2.18927141345004e-05,0.00150565738080916,"Up"
"Ccl5","Ccl5",85.3057669129187,1.29972020431947,0.368831216378489,3.52388883208225,0.000425262628707223,0.00788823943788737,"Up"
"Piwil2","Piwil2",12.2434245001776,1.29828867258196,0.461061366586273,2.8158695711041,0.00486454112307069,0.0358798088574627,"Up"
"Adgrd1","Adgrd1",30.9385270617889,1.29689637238344,0.447652861661044,2.89710283001705,0.00376626284845745,0.0304230458484628,"Up"
"Fam83a","Fam83a",22.2444761069199,-1.29279265351737,0.450508012536516,-2.86963298663324,0.00410948482984529,0.032331774440531,"Down"
"Trem2","Trem2",44.2616889625531,1.28377188276748,0.481894151804595,2.66401216524421,0.00772147702658868,0.0480746185717645,"Up"
"Cep290","Cep290",80.239905126056,1.28018312390832,0.188699385128505,6.78424639824083,1.16694021429767e-11,1.5649835213946e-07,"Up"
"Prdm1","Prdm1",165.114523528229,1.26960990262229,0.221471677544727,5.7326061584822,9.88990955026833e-09,1.39689725197582e-05,"Up"
"Abcb1a","Abcb1a",29.1642534782561,1.26425012356513,0.376500628864486,3.35789644595831,0.000785380298968186,0.0113744440490954,"Up"
"Ptgs2","Ptgs2",1431.17145612923,1.25720635608262,0.416500890269659,3.01849620361833,0.00254032584548136,0.0239243749394316,"Up"
"Ccl7","Ccl7",2158.88034498616,1.25341051400964,0.369019154765212,3.39660014344546,0.00068228586609855,0.0104215669137217,"Up"
"1700026D08Rik","1700026D08Rik",55.9022853736309,1.24722608778075,0.352476607631809,3.53846485348492,0.000402460855256018,0.0077326683808574,"Up"
"Cdkn1c","Cdkn1c",505.781148035131,-1.24685828435833,0.241511247428877,-5.16273381729568,2.43369093760385e-07,0.000108794097214017,"Down"
"Cilp2","Cilp2",27.180305736796,-1.24623416239436,0.356258728677223,-3.49811544834729,0.00046855825900543,0.00830097068893239,"Down"
"Klf4","Klf4",2218.07225953352,1.24474459407586,0.255458974689395,4.87258118681997,1.10149567333325e-06,0.000294815018226092,"Up"
"Serpinb9e","Serpinb9e",90.4205128865355,1.23042144582471,0.286513694311924,4.29445946302715,1.75119473446973e-05,0.0013575302071661,"Up"
"Ifitm6","Ifitm6",33.1008840232882,1.22860440824841,0.440632154183034,2.78827678957368,0.0052989248949116,0.0379614753021685,"Up"
"Ckmt2","Ckmt2",19.4414206471822,-1.22423152632736,0.392505754196296,-3.1190154876433,0.0018145642298732,0.0194680967094636,"Down"
"Neurl1b","Neurl1b",243.234036366597,-1.22353530799528,0.345987045791404,-3.53636161491709,0.000405678977983458,0.00775034261237256,"Down"
"Nrn1","Nrn1",1036.0782448325,1.22163655687604,0.223829676631593,5.45788465256446,4.81840496668674e-08,4.52272463098666e-05,"Up"
"Rtn4r","Rtn4r",80.4877223801314,-1.22115793042307,0.322531764711777,-3.78616329933992,0.000152991155241755,0.00435618764956937,"Down"
"Mgst1","Mgst1",2376.10194754499,1.21917079100574,0.255776387327067,4.76654942133792,1.87407776214743e-06,0.00041723204916968,"Up"
"Susd1","Susd1",294.325705558989,1.21739385248207,0.275388686094936,4.42063858811682,9.84096466865416e-06,0.000992309602791887,"Up"
"Sox8","Sox8",852.248990702844,-1.21703811425353,0.389881978526584,-3.12155519178619,0.00179898523431105,0.0194252745389255,"Down"
"Lrrc15","Lrrc15",63.7780797769769,-1.21244285989408,0.28961344343854,-4.18641774877199,2.83391561208474e-05,0.00171971232007549,"Down"
"Mxd3","Mxd3",342.530637955275,-1.21114957102021,0.340214086685204,-3.55996303039879,0.000370907006564392,0.00730430817185765,"Down"
"Zfp423","Zfp423",22.3125497366492,-1.20815419597288,0.43669860400773,-2.76656299077954,0.00566506393206449,0.0396111430620005,"Down"
"Cthrc1","Cthrc1",461.778073864573,-1.20554318800976,0.432610540640708,-2.78667086156597,0.00532525363909653,0.0380687508283174,"Down"
"Tmem130","Tmem130",35.9785658067868,-1.2033549107733,0.433324161155378,-2.77703165123492,0.00548578366422268,0.0387652753313289,"Down"
"Plekhg4","Plekhg4",329.672927431004,-1.20335369295947,0.305821404151525,-3.93482495542806,8.3257353227689e-05,0.00305306234027264,"Down"
"Asf1b","Asf1b",1466.71888557378,-1.20175968058693,0.382389439956405,-3.14276377695978,0.00167360843677947,0.0186695623176232,"Down"
"Kirrel3","Kirrel3",249.371774732221,-1.1997855736142,0.319264089513357,-3.75797220239515,0.000171295905035086,0.00469785149780275,"Down"
"Maff","Maff",1483.68130188505,1.19612610708905,0.263457830706873,4.54010459237355,5.62263294745629e-06,0.000725049331330157,"Up"
"Map3k8","Map3k8",552.425060656544,1.19588371443261,0.225265104372357,5.30878370071849,1.10359204937729e-07,7.78961735484147e-05,"Up"
"Cacna1g","Cacna1g",306.962170892803,-1.19041363580547,0.352768870733936,-3.37448605748238,0.000739536620758088,0.0109711566603835,"Down"
"Gsta4","Gsta4",2541.12519121621,1.18581336221071,0.403807486537104,2.93658092468712,0.00331852223489993,0.0283074748832994,"Up"
"Cd14","Cd14",623.451287858719,1.18564158515036,0.300243348289994,3.9489353949157,7.84995322380968e-05,0.00293599112779387,"Up"
"Sema3g","Sema3g",166.170334020657,-1.18156534876906,0.276002151488734,-4.28100050088663,1.86054939166343e-05,0.00139395686545242,"Down"
"Hsd17b1","Hsd17b1",14.8844272026928,1.16966159363732,0.435774006912826,2.6841013348263,0.00727250596287593,0.0463773549539368,"Up"
"Comp","Comp",16.2020642925417,-1.16422220932465,0.396184911849785,-2.93858290536331,0.00329716461723626,0.0282243181420218,"Down"
"Slc22a4","Slc22a4",229.559444644583,1.16322721216036,0.323374310903094,3.59715405009071,0.00032171796295751,0.00673098221719682,"Up"
"Hmha1","Hmha1",26.3260423063406,1.16194167105121,0.301530681113969,3.85347741980536,0.000116452007433625,0.00368334403701025,"Up"
"Ppbp","Ppbp",44.6738807704466,1.15168249376741,0.313206483182906,3.67707105569349,0.000235927338300015,0.00563372938577909,"Up"
"Megf6","Megf6",477.480913400943,-1.1503387336592,0.272365638470054,-4.22350903043769,2.40527728277262e-05,0.00159438151536193,"Down"
"Hmox1","Hmox1",4264.24890704488,1.14599562858401,0.356709533703246,3.21268572972146,0.00131500093765946,0.0161687012070402,"Up"
"Arhgap26","Arhgap26",88.3833264288017,1.14597340531555,0.241054108837275,4.75400901002333,1.99422144215818e-06,0.00041723204916968,"Up"
"Pou2af1","Pou2af1",33.4044827333366,-1.14596952854577,0.371186015871217,-3.0873187015304,0.0020197093060449,0.0207371011940834,"Down"
"Ptges","Ptges",57.2777461383691,1.14107991789402,0.305419480214795,3.73610719621263,0.000186891022496596,0.0049435808731792,"Up"
"Serpina3g","Serpina3g",471.215996166584,1.14083003596862,0.248986669926804,4.58189201977761,4.60787822976659e-06,0.000643710988952081,"Up"
"Npas2","Npas2",95.7573588638048,1.13997071057103,0.295747071636917,3.85454606282813,0.000115944553338426,0.00368170742381217,"Up"
"Cyp3a13","Cyp3a13",28.4198280931133,1.13852009514122,0.424158066001976,2.68418824584115,0.00727061558489504,0.0463773549539368,"Up"
"Vldlr","Vldlr",2073.93902119874,1.12044989833208,0.25384721892136,4.41387501936427,1.0153659060044e-05,0.00101619941533023,"Up"
"Kctd12","Kctd12",93.1726645237648,-1.11334834465954,0.371454724247956,-2.9972652707907,0.00272413554992721,0.0250400149829155,"Down"
"Chd5","Chd5",30.6711387819228,1.11184178943117,0.391187792734681,2.84222005410395,0.00448005570686991,0.0340733634246244,"Up"
"BC022687","BC022687",1536.94601514673,1.11135798521104,0.407623156711365,2.72643486247762,0.00640225877570403,0.0426322500624244,"Up"
"Phex","Phex",226.511481147177,1.10906009127287,0.349082184599696,3.17707445467223,0.00148768837848024,0.0173189139269084,"Up"
"Myl9","Myl9",5106.34892888053,-1.10837538550743,0.256719669379287,-4.31745408595815,1.57839227989714e-05,0.00130378757248579,"Down"
"Gpr137c","Gpr137c",27.7060966783358,1.10782261508455,0.333954774156131,3.31728335935278,0.000908973777615466,0.0126062537038273,"Up"
"Ccl11","Ccl11",90.8692966591989,1.10109647585963,0.290445644731715,3.79105865703966,0.000150006518526763,0.00428941880589001,"Up"
"Gdf5","Gdf5",52.0161559459848,-1.10019094423913,0.363367619495904,-3.02776275377925,0.00246371426210259,0.0234332425312467,"Down"
"Mmp9","Mmp9",107.496229056124,-1.09952514821128,0.255904726985726,-4.2966191408907,1.73422777945184e-05,0.00135700310237669,"Down"
"Tril","Tril",606.826913849804,-1.09766541320568,0.28379593537464,-3.8677982183101,0.000109822480322852,0.00359226654538967,"Down"
"Aoc3","Aoc3",670.759944678604,-1.094529346869,0.27706825115675,-3.95039612911035,7.80219531050292e-05,0.00293095914031245,"Down"
"Col28a1","Col28a1",25.2831483735373,1.09443035823688,0.374132036106046,2.92525165614704,0.00344177766644329,0.0289389845044959,"Up"
"Rora","Rora",167.097273053124,1.09355085405244,0.299387450928023,3.65262755891309,0.000259570580930251,0.00598127330043917,"Up"
"Mchr1","Mchr1",265.118215002596,-1.0899652731559,0.270116777923972,-4.03516316732716,5.45643654493686e-05,0.00234842282769312,"Down"
"Ly6c2","Ly6c2",642.251427205803,1.08918250988468,0.292337772508797,3.72576728808422,0.000194721990357185,0.00506881381320753,"Up"
"Igf2bp2","Igf2bp2",2940.38988162734,1.0770562301092,0.211841893404671,5.08424567397418,3.69089955047517e-07,0.000154683293348195,"Up"
"Adgrf4","Adgrf4",26.841300422786,-1.07495665111033,0.316763591369443,-3.39356125640273,0.000689901268599793,0.010490097407247,"Down"
"Ptprv","Ptprv",242.22318406727,-1.07366052435768,0.165777880499253,-6.47650049044099,9.3874311628114e-11,6.29474196622318e-07,"Down"
"Tagln","Tagln",11750.9263492175,-1.0729082458215,0.371807550832047,-2.88565480561248,0.00390600312847805,0.0312736763916532,"Down"
