gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,direction
Gene0092,45.648985584263976,-1.2180370457222809,0.33681242819224766,-4.263412274627162,2.0132856251489247e-05,0.0004630556937842527,True,Down in treated
Gene0036,124.39936792395697,1.2559428874005747,0.3481698885983972,4.251083403898458,2.1273892135651908e-05,0.0004781790755036304,True,Up in treated
Gene0095,30.152144498927683,-1.33747466461884,0.37024443048860706,-4.22984266834408,2.338548077797401e-05,0.0005139608997648065,True,Down in treated
Gene0080,58.53305722379549,-1.0758751126955777,0.29934294182442633,-4.186169634674399,2.8370135606842566e-05,0.0006099579155471152,True,Down in treated
Gene0052,83.42774208993052,1.162590492393463,0.3313354223487886,4.153471575705226,3.27468906446402e-05,0.0006890781882457267,True,Up in treated
Gene0067,63.96213714182022,-1.2145370359993521,0.3545086234734582,-4.130488820314084,3.6199269965333566e-05,0.0007458557915773937,True,Down in treated
Gene0025,367.2659394889209,1.2289195441712744,0.3718000263355954,4.069032240382562,4.7208815166508e-05,0.0009528473101974778,True,Up in treated
Gene0060,88.67921906033327,1.029073092212178,0.2990067708054303,4.045657436756116,5.217648559495684e-05,0.0010203867319927564,True,Up in treated
Gene0047,115.40153811648945,1.0456620299709776,0.30309268316467286,4.043680879754902,5.261852713006125e-05,0.0010203867319927564,True,Up in treated
Gene0023,660.0913628646789,1.113351469813741,0.32872224738614475,4.024983778959784,5.6979242942383785e-05,0.0010837013705772608,True,Up in treated
Gene0066,151.64147487911188,-0.9602781501659037,0.29602160870744676,-3.965188948468697,7.333783050101822e-05,0.0013685115918020195,False,Not significant
Gene0065,40.145119642529245,-1.0331103465167597,0.31620158882494676,-3.897331709996789,9.725836285624705e-05,0.0017812689049042283,True,Down in treated
Gene0022,421.52590151979075,1.0955424830655078,0.3481300910487739,3.860696754897713,0.00011306415399006292,0.002033099059930404,True,Up in treated
Gene0064,14.390669402892984,-1.3932626448486207,0.4401914370519748,-3.8562836703003907,0.0001151238856985913,0.0020331700527840496,True,Down in treated
Gene0007,197.76164756492747,0.900206759304239,0.28426658118729936,3.7854168513780806,0.0001534511370279785,0.0026625118336959775,False,Not significant
Gene0030,341.1776699261314,0.8129844613196,0.2543871460071827,3.7740916112798972,0.00016059174396684757,0.0027383661169519354,False,Not significant
Gene0056,199.27140976825714,0.9283544821913873,0.30107047781288515,3.7308524921601527,0.0001908329374118705,0.003198877544073558,False,Not significant
Gene0041,67.06283053373876,0.9668556981917279,0.3159544857760822,3.696274667797879,0.00021878626739238187,0.003606326974184428,False,Not significant
Gene0077,132.6154621163499,-1.1032673049322828,0.3965665322232507,-3.6750278189443595,0.00023782349976759684,0.0038558596929533324,True,Down in treated
Gene0076,37.13780197675377,-1.005560781017865,0.3392498395657904,-3.668775395887599,0.00024371507043881337,0.0038876484623223614,True,Down in treated
Gene0020,42.537194681894434,1.0857444831194751,0.3740103346245813,3.6547614684471346,0.0002574211992093871,0.0040411042225092664,True,Up in treated
Gene0087,48.37259154951431,-1.0098647504929792,0.3681862706787609,-3.484579323546398,0.000492911333101293,0.0074998355144181355,True,Down in treated
Gene0088,38.09215783938598,-0.8892087069002431,0.31914229520429377,-3.488154037755546,0.00048636778997597746,0.0074998355144181355,False,Not significant
Gene0045,259.58830568666485,0.8980764381109176,0.32453408374871345,3.471661460766626,0.0005172481771427967,0.0077508855635488785,False,Not significant
Gene0055,36.53412248297546,0.919523896766826,0.33162138396195745,3.4469401675235267,0.0005669741330214524,0.008369215187436066,False,Not significant
Gene0091,213.33282542983295,-0.802408765083415,0.2872451703888161,-3.4383724885725604,0.0005852220818761753,0.008511538808463785,False,Not significant
Gene0050,201.90218503940136,0.8459806095189131,0.30992518185902784,3.3936644584586966,0.0006896413551752691,0.009884859424178858,False,Not significant
Gene0046,1854.9499635104603,0.9181774005028088,0.34269120082902427,3.3788588009717593,0.0007278738185422669,0.010283817236261457,False,Not significant
Gene0001,15.92860931265466,1.0574589050296093,0.39986831134937306,3.3718342270955386,0.0007466937747017933,0.010401128777184134,True,Up in treated
Gene0089,184.07239873731598,-0.6739123044053389,0.25021968463496363,-3.2966853413486135,0.000978330403238745,0.01343845512226554,False,Not significant
Gene0063,20.21873071338794,-0.890798845741137,0.36025549664855544,-3.232432627460507,0.001227410750560256,0.016628893593206757,False,Not significant
Gene0048,71.47955907608859,0.9041626086363888,0.3708111234522652,3.213984201193138,0.0013090687588737419,0.01749552706116393,False,Not significant
Gene0094,85.27414172116546,-0.712300832348671,0.3058090602938081,-3.096315639483144,0.001959416645648038,0.025838174167278793,False,Not significant
Gene0430,44.29136195068008,0.7023685295572566,0.3097129299492236,2.9828781604620653,0.0028555164404173196,0.03715928631016749,False,Not significant
Gene0725,36.84958638182967,0.7095805482449183,0.33480589437611136,2.94799453066167,0.0031984272342371373,0.040554417111032415,False,Not significant
Gene0240,78.44064430181513,-0.672067999376494,0.3080385391933351,-2.9497778146185927,0.003180025283070906,0.040554417111032415,False,Not significant
Gene0033,15.720902600723543,0.8135671931435302,0.38400104791609874,2.9382753607784573,0.0033004374171475186,0.041318134247580955,False,Not significant
Gene0029,35.7473415727333,0.7355375140267393,0.3395382690794929,2.932066484263125,0.0033671465554957277,0.041626349292315935,False,Not significant
Gene0024,43.19032089363602,0.7850770067536583,0.3986991616534451,2.895263560232758,0.003788403050530993,0.04625593354290311,False,Not significant
Gene0084,124.3474774239449,-0.6769924899078879,0.3379132154143567,-2.8778788077850166,0.0040035891394759136,0.04778825450654474,False,Not significant
Gene0096,16.180727263945,-0.756462219030689,0.3691068514609718,-2.877331442088166,0.004010541075877869,0.04778825450654474,False,Not significant
Gene0072,27.912245129200855,-0.7293919669957224,0.3619983646025471,-2.8554599517458454,0.004297454233346318,0.05059740758070844,False,Not significant
Gene0071,110.14529667110925,-0.6392914103621824,0.31793281079855046,-2.8083850164013078,0.004979065948607516,0.0579328967432098,False,Not significant
Gene0848,44.446054113698295,0.5848034748031089,0.29468389710914555,2.7079311654833793,0.006770406310915785,0.07785967257553153,False,Not significant
Gene0032,189.06469699058903,0.6554974706631469,0.3652724582095073,2.69589146079061,0.007020053709998414,0.0798026795309015,False,Not significant
Gene0031,561.5225470180707,0.6209460218701666,0.38707559939627173,2.6693187493399275,0.007600528252918917,0.08541957320610011,False,Not significant
Gene0019,63.77933243586227,0.6078919997909169,0.3306227915432036,2.6417248923771433,0.00824850253873086,0.0916603259640991,False,Not significant
Gene0827,93.39374547953734,-0.5686974841939875,0.3120886148988233,-2.627280254918089,0.008607041345229724,0.0945818210048022,False,Not significant
Gene0440,249.90685423117202,-0.4718451217195418,0.24260632119744532,-2.587860055681389,0.009657420697709147,0.10495812164872909,False,Not significant
Gene0082,137.11233816926006,-0.47488066325501727,0.24378075639322289,-2.569796996668918,0.010175812519722167,0.1093899845870133,False,Not significant
Gene0908,141.50422104766872,0.5399234100062419,0.29974915776182565,2.5505447642753727,0.010755471090187709,0.1143780742816736,False,Not significant
Gene0368,42.59861822438782,0.5443028722138444,0.31078304317358674,2.521493287812728,0.011685790490343472,0.12194267943206158,False,Not significant
Gene0134,102.48065820182343,0.5399571901014213,0.31104996368997184,2.5206628607853556,0.011713401967690445,0.12194267943206158,False,Not significant
Gene0751,125.5949834815644,-0.5874273393006941,0.4016481260616856,-2.5022554700338824,0.012340484109405298,0.12498957786784269,False,Not significant
Gene0199,41.95093786105378,-0.5608835548352559,0.34441613981833785,-2.500974316214217,0.01238521600712698,0.12498957786784269,False,Not significant
Gene0061,10.301452825219014,-0.6518406402850198,0.4394448553439755,-2.5018101452557464,0.012356016513990535,0.12498957786784269,False,Not significant
Gene0228,402.8538042341047,0.561153739644602,0.35569725381993483,2.492998127065219,0.012666951441539592,0.1253672705882919,False,Not significant
Gene0778,49.60216479434422,0.5252398849958588,0.3041412498604683,2.4892045948107806,0.012802926521150133,0.1253672705882919,False,Not significant
Gene0349,411.58281087570026,-0.5610758467712555,0.36885830029046734,-2.4915025083716276,0.012720406889152219,0.1253672705882919,False,Not significant
Gene0222,113.52151436216582,-0.4839922132134057,0.2740841178265453,-2.4695941825147862,0.013526640606302747,0.13115536823170015,False,Not significant
Gene0471,702.801697717938,-0.44501490211764105,0.2403100829277697,-2.4613596282474832,0.013841154837376081,0.13290196246762082,False,Not significant
Gene0081,88.68702691026033,-0.5583397673742505,0.3736611656930022,-2.422481228227222,0.015414922154671528,0.1465899808747129,False,Not significant
Gene0152,152.1072017297703,-0.439602925881249,0.24425212781324165,-2.418369933743895,0.015590218034809969,0.1468450060612101,False,Not significant
Gene0279,52.19768441144385,0.5446601586831827,0.35673192511529994,2.405541456218127,0.0161485196409348,0.15066873514041998,False,Not significant
Gene0656,49.271194983167554,0.4480199597538871,0.2568936271807738,2.390033192555558,0.01684685016031674,0.15571527858460987,False,Not significant
Gene0009,558.5679047394656,0.46222767143423593,0.27924616330217283,2.382821949562574,0.01718050170140558,0.15732885354342702,False,Not significant
Gene0579,13.720062361418371,0.5617844491227262,0.39662599895323497,2.377279498288775,0.01744086710522862,0.1582478675878083,False,Not significant
Gene0746,33.222153316288065,-0.4724097892108472,0.30003149047181565,-2.3356491640795007,0.019509533997583574,0.17540844657827412,False,Not significant
Gene0757,75.63983228718762,-0.46758281684389613,0.3129007359861143,-2.302054491309963,0.021332099389657386,0.1900670837510915,False,Not significant
Gene0139,231.4692059178933,-0.38083660843105993,0.21867019649154704,-2.2827948198447565,0.022442457249536946,0.19817491267671464,False,Not significant
Gene0871,197.66737555425223,-0.402762369835681,0.24409808725782609,-2.2645360206681104,0.023541166908228134,0.2042299480020844,False,Not significant
Gene0166,26.8915262861594,-0.4867708626962755,0.36987528559280813,-2.265602941522772,0.02347570482852604,0.2042299480020844,False,Not significant
Gene0013,54.43090678824743,0.43854287103953776,0.284863414364294,2.2589404387529486,0.023887090088526373,0.20454927062175038,False,Not significant
Gene0193,186.85407897990126,-0.41968566312908506,0.2744558404485942,-2.2572633623767935,0.023991623247849387,0.20454927062175038,False,Not significant
Gene0266,177.76567314220713,-0.40592032371616027,0.25326186704375087,-2.2440819586555105,0.02482712853270604,0.20986350528928438,False,Not significant
Gene0028,78.92225079525173,0.4326723461443351,0.3221961404258714,2.1603855718701386,0.03074283344477832,0.2576666294651335,False,Not significant
Gene0255,22.712627492195505,-0.4198941359993368,0.30586096868613344,-2.1375987344765237,0.03254932454961311,0.27051497461821317,False,Not significant
Gene0448,45.59326043011087,0.4295177613216234,0.368676296911968,2.1222153894846327,0.03381965479380005,0.2764267652154401,False,Not significant
Gene0044,36.44386632429954,0.4324663586405168,0.36479871253575763,2.1250849470995834,0.0335795253832395,0.2764267652154401,False,Not significant
Gene0652,282.14763915151815,-0.395162772716951,0.30057816387207487,-2.1151947045440633,0.03441335609722331,0.278973845738966,False,Not significant
Gene0532,56.699538668322255,-0.3830267745549612,0.26374430121280285,-2.10575904448585,0.03522528806710447,0.27994698559596065,False,Not significant
Gene0603,46.17041699556563,0.4284707925612182,0.3452074081017613,2.1039526040389336,0.03538258159706277,0.27994698559596065,False,Not significant
Gene0529,164.20261021642463,0.391008069537496,0.27964115040273924,2.1087769345047667,0.034963840446406824,0.27994698559596065,False,Not significant
Gene0741,24.691318241043444,0.4276905513211089,0.38480862634907925,2.095035595260773,0.036167828371758214,0.2838887480926101,False,Not significant
Gene0304,316.2100068520428,-0.3861709063069405,0.3045739532509039,-2.0715492482841387,0.03830749712107901,0.29821675382173224,False,Not significant
Gene0422,83.94095304872846,-0.3781565235581874,0.27153419438780035,-2.0684651561747707,0.03859630383132632,0.29821675382173224,False,Not significant
Gene0885,199.75894159337835,0.3617333566547742,0.2523313228521023,2.0500826125732616,0.04035636982560556,0.30701884428864534,False,Not significant
Gene0027,59.62699011884163,0.3789440050314081,0.2875289593859032,2.0519668642766886,0.040172882805536186,0.30701884428864534,False,Not significant
Gene0653,96.56009113533126,0.3564574259217271,0.24792547088750488,2.042272629407334,0.041124495536422945,0.30962692382712353,False,Not significant
Gene0720,86.74654262563858,0.3838589176424883,0.29118573309036894,2.0402509988332773,0.04132533260382235,0.30962692382712353,False,Not significant
Gene0815,538.5464736222032,-0.37016329673605086,0.29992802724650747,-2.015685398839081,0.04383288338401065,0.3259452756901243,False,Not significant
Gene0747,15.373722248551935,-0.3967595758168544,0.3701139351783127,-2.009132904240802,0.044523040942753396,0.3286066230774859,False,Not significant
Gene0648,43.85175444041756,0.3863783722707892,0.3343389649254925,2.0032504844279733,0.0451504093505268,0.3307685544271926,False,Not significant
Gene0276,11.281903747281218,-0.3900573943722509,0.37655809516796873,-1.9708864831242585,0.048736861552111446,0.3544173240811634,False,Not significant
Gene0372,93.16570830739903,-0.33826541148844474,0.24669342751612763,-1.966863458351394,0.04919895428509299,0.35516617363472236,False,Not significant
Gene0287,346.7430427038567,0.33901858672170665,0.2517075173952913,1.959621533853767,0.0500400425443418,0.35862030490111624,False,Not significant
Gene0237,40.11050439476974,0.3705683185887569,0.32885754947175877,1.9555952515180257,0.05051285271749737,0.3594043981122655,False,Not significant
Gene0016,39.94180314080956,0.3796190676439175,0.3613294844205688,1.9504250230283877,0.05112548178675229,0.36116501062212863,False,Not significant
Gene0437,81.64209193194944,0.34047991683577317,0.2633039215043264,1.9459665504604053,0.051658757760077216,0.36234405265756287,False,Not significant
Gene0499,70.47637193170125,0.3269227258242948,0.23866686777979193,1.9368500925530971,0.05276367058699766,0.36671068781680244,False,Not significant
Gene0348,145.9692634154468,-0.33468914818262596,0.2522009699690342,-1.9317232831528257,0.053393669409119875,0.36671068781680244,False,Not significant
Gene0388,238.3459420547313,-0.34316937390352276,0.307877732754311,-1.9330158260665578,0.053234248234376697,0.36671068781680244,False,Not significant
Gene0408,355.147396442451,0.35334209961654733,0.3329870596350272,1.9042888800348203,0.05687257165684516,0.3879101611628956,False,Not significant
Gene0561,62.43940500825493,-0.34680295905137115,0.3099273197150609,-1.8950446473343958,0.058086486925236436,0.39347627102095095,False,Not significant
Gene0387,102.4126418198623,0.3317403532892589,0.26821011337952466,1.8892887396594438,0.05885314954861004,0.39595758437806344,False,Not significant
Gene0582,27.63042791805113,0.34669125045061117,0.30844074851282205,1.8780896175232937,0.06036890641793692,0.401527571555499,False,Not significant
Gene0571,114.7469816907115,0.3316223579825885,0.2913734389077,1.87439935836437,0.060875401875559905,0.401527571555499,False,Not significant
Gene0204,25.390555379703954,-0.3457772141740895,0.3267603544332158,-1.8742278651764952,0.06089902500841744,0.401527571555499,False,Not significant
Gene0683,93.69197669935689,-0.3335356293862698,0.31752700377896476,-1.854718152410391,0.06363648519234626,0.4167979063260295,False,Not significant
Gene0832,17.620586636294153,-0.33236968279509843,0.3739248549963469,-1.851288720231364,0.06412802796149837,0.41725407667053876,False,Not significant
Gene0696,99.51525838124434,-0.3225025100977246,0.26970366326305933,-1.848313084333704,0.06455706398833143,0.4173002371533319,False,Not significant
Gene0011,117.81419153809497,0.3176563171473036,0.27252414672441433,1.842507040040547,0.06540101770138976,0.42001043186152254,False,Not significant
Gene0575,465.49765961317917,0.299367257676363,0.23000760091641365,1.8285425528117059,0.06746816540964656,0.4304904231621965,False,Not significant
Gene0113,109.8937667857327,-0.32777900139799265,0.3153596957003564,-1.8130115123334827,0.06983004573050579,0.43435166809729703,False,Not significant
Gene0068,22.085070636772098,-0.3309188125204479,0.30296503854972373,-1.820500161369395,0.06868287170390833,0.43435166809729703,False,Not significant
Gene0564,217.1565690598745,0.32498430187787636,0.33355063282808,1.817802709834078,0.06909429232704022,0.43435166809729703,False,Not significant
Gene0907,23.920965796277542,0.3329252046395239,0.3193367754441659,1.8140194446490283,0.06967473220051822,0.43435166809729703,False,Not significant
Gene0816,105.16820873215732,0.32877156831449333,0.33297898967894995,1.803101924379189,0.07137220900103637,0.44116946688765607,False,Not significant
Gene0446,286.55517054833575,0.319833987069521,0.3103541973433801,1.7980861730715971,0.0721633530291345,0.44328916860754053,False,Not significant
Gene0194,120.36466891002713,0.30527712742680396,0.41664100862615705,1.7936067769078923,0.07287595410159631,0.4449032012745602,False,Not significant
Gene0923,81.73920757995377,0.3132439512184271,0.28057874929707305,1.7903264180185419,0.07340145169381447,0.4453621823630829,False,Not significant
Gene0624,92.70855356421613,-0.3170179846124313,0.3142171681345042,-1.777421765374526,0.07549887232276042,0.446703651219142,False,Not significant
Gene0892,39.479536698704145,-0.314055957231562,0.32632032213650497,-1.7734973046991733,0.07614633811486705,0.446703651219142,False,Not significant
Gene0583,7.642080030336326,-0.2835318243295539,0.4403495353317888,-1.781642023860275,0.07480762683094888,0.446703651219142,False,Not significant
Gene0378,65.45009209423955,-0.31598778972612845,0.292347602621439,-1.7831546275793007,0.07456113601838558,0.446703651219142,False,Not significant
Gene0159,81.77920656177058,0.31163882682278193,0.2936409497008805,1.7723735140803603,0.07633257538527301,0.446703651219142,False,Not significant
Gene0952,38.88862870909566,0.31893719133619247,0.3229981617312042,1.7772294712335774,0.07553049238049869,0.446703651219142,False,Not significant
Gene0147,73.18864550114615,-0.2975551691825245,0.340346025053647,-1.7656559054816563,0.07745359468155405,0.45059767729445266,False,Not significant
Gene0695,41.555904130776675,-0.3067306935191133,0.27515190075618845,-1.7614862341438398,0.07815614091564436,0.4520258676349256,False,Not significant
Gene0795,33.29406736967007,0.3086993095329689,0.3029435059936733,1.7467261960552187,0.08068484409159109,0.4595180726373419,False,Not significant
Gene0958,36.447891933957656,-0.3078385156947334,0.29432577174723296,-1.7458015328718492,0.08084544452871334,0.4595180726373419,False,Not significant
Gene0103,32.64122859950404,0.3138233974118066,0.33470126433371183,1.7490733933632576,0.08027833368323946,0.4595180726373419,False,Not significant
Gene0359,51.74769481395083,0.31019707974139876,0.31776306043258035,1.7373259213304262,0.08232965866900971,0.4635802466618234,False,Not significant
Gene0921,262.6587227154882,0.30607346107415306,0.30602724388947156,1.7363747325817227,0.0824975969792527,0.4635802466618234,False,Not significant
Gene0912,82.52734595955998,0.2976341982577782,0.2757380502446775,1.7257305727701107,0.08439589517155567,0.46370855735926975,False,Not significant
Gene0712,24.764851120910517,0.30789777546288216,0.3053921305330591,1.7287534941075264,0.08385322275439965,0.46370855735926975,False,Not significant
Gene0227,207.6948629642801,-0.30144453740907823,0.28734768447201886,-1.7259967295962009,0.08434800110195761,0.46370855735926975,False,Not significant
Gene0904,104.7293285326132,0.29918169234072484,0.2780257175690438,1.7263527106320506,0.08428397783682659,0.46370855735926975,False,Not significant
Gene0315,85.79083705611026,0.29802352252128644,0.2799110568841367,1.7200026903403682,0.08543195254997211,0.46680774072885317,False,Not significant
Gene0534,99.28939921295375,-0.29890373560498334,0.29000796078840696,-1.7169328096773413,0.08599144927717704,0.4672832051380665,False,Not significant
Gene0667,258.9273101174968,-0.28916715050211034,0.2714699084985025,-1.709818413448071,0.08729945693218144,0.4717987044039751,False,Not significant
Gene0157,238.95704957776022,-0.2784098222894876,0.2390940376226269,-1.6988034332449289,0.08935622653388137,0.47769355698383065,False,Not significant
Gene0198,153.83711571231632,0.2820983442281277,0.24470889261825648,1.7000272148301516,0.08912580657616861,0.47769355698383065,False,Not significant
Gene0985,33.41092579095656,0.2919596131956398,0.32281551270495124,1.6754127086805408,0.09385328483585817,0.49586220280598,False,Not significant
Gene0879,151.20799919714207,0.2814721092249995,0.2854325974795114,1.6737582990092406,0.09417811097359498,0.49586220280598,False,Not significant
Gene0301,19.668046351329036,-0.29366557217514155,0.32049504139088053,-1.6733473176550329,0.0942589424949689,0.49586220280598,False,Not significant
Gene0168,48.56499502569715,0.28508025521811176,0.29594843147278793,1.6473680011972605,0.09948242836827302,0.5178322192432738,False,Not significant
Gene0281,9.18484366289288,0.2771552772130515,0.3731171351202839,1.6482858726764533,0.0992940223547655,0.5178322192432738,False,Not significant
Gene0651,110.06740285482398,0.2783944611626424,0.26943766862706475,1.6431119278060728,0.10035977743799478,0.5196639784616588,False,Not significant
Gene0822,56.11331132738846,-0.2830964585663622,0.30524816537821714,-1.6355261582319043,0.10193879569617258,0.523206063995309,False,Not significant
Gene0125,5.280663573765604,0.22579307152202752,0.5015609955507264,1.6322306015351093,0.10263091649655202,0.523206063995309,False,Not significant
Gene0640,321.0901714470581,-0.27403959493534896,0.2865611821523017,-1.6327209058792658,0.1025277084903381,0.523206063995309,False,Not significant
Gene0585,33.069077718609314,-0.2760771570115103,0.3021002827341122,-1.6130172682542536,0.10674075619784817,0.541367219895753,False,Not significant
Gene0909,97.12334734188313,-0.27061428396074505,0.3047926661227934,-1.5901495737079643,0.11180109387569351,0.5638757001925072,False,Not significant
Gene0649,86.6436721522635,-0.2682358318553767,0.2894292201271554,-1.5878554817972772,0.1123190221819251,0.5638757001925072,False,Not significant
Gene0733,81.29674775027114,-0.25650701167596596,0.30580942746602463,-1.5824871213534903,0.11353841004395539,0.5671186239064236,False,Not significant
Gene0793,33.78388389904875,0.2627211056133978,0.27919617960208065,1.5631941027914533,0.11800694679821105,0.5777666850664889,False,Not significant
Gene0439,68.04817046908558,0.2567609528449988,0.25944332778532875,1.5660655126575862,0.11733328085292724,0.5777666850664889,False,Not significant
Gene0754,624.814394792396,0.2604329654567444,0.2619157352062847,1.5662786406119173,0.11728339916932998,0.5777666850664889,False,Not significant
Gene0037,92.3968131545726,0.2640840668030638,0.2804112881654015,1.5656633984370907,0.11742743931120732,0.5777666850664889,False,Not significant
Gene0940,79.77056818736645,0.2640707371861689,0.33386982083518696,1.5588803821923274,0.11902469435210954,0.57987892962678,False,Not significant
Gene0799,24.17315570054588,-0.25998511787764206,0.2852112522812578,-1.5426351659304358,0.1229193206847507,0.5874585173571183,False,Not significant
Gene0538,148.45630851650216,0.24388566578169862,0.22862497822502717,1.5424823082552004,0.12295643386544337,0.5874585173571183,False,Not significant
