"sample","Axis1","Axis2","group","method"
"J_XYL_F_0047_02",0.0015736321146028,0.0527805683264501,"IBS_after","PCoA"
"J_XYL_F_0048_01",-0.489974131953934,0.138367476777118,"IBS_before","PCoA"
"J_XYL_F_0049_02",-0.0761410221714937,0.0467625272330716,"IBS_after","PCoA"
"J_XYL_F_0050_01",-0.384524491692861,0.115334769260044,"IBS_before","PCoA"
"J_XYL_F_0050_02",-0.176829477279816,-0.150144359627489,"IBS_after","PCoA"
"J_XYL_F_0051_01",-0.347674470658648,0.149468540172069,"IBS_before","PCoA"
"J_XYL_F_0051_02",0.186152393855905,-0.0687792863066886,"IBS_after","PCoA"
"J_XYL_F_0053_01",0.104491917578646,-0.0212286476041194,"IBS_before","PCoA"
"J_XYL_F_0053_02",0.0992657510913607,-0.153263765505495,"IBS_after","PCoA"
"J_XYL_F_0057_01",-0.283256563646005,0.0210379361636592,"IBS_before","PCoA"
"J_XYL_F_0057_02",-0.0541773534969671,0.0127840715510364,"IBS_after","PCoA"
"J_XYL_F_0058_01",-0.348968865412984,0.0907896241491391,"IBS_before","PCoA"
"J_XYL_F_0058_02",0.0589892343573478,0.0304380823676044,"IBS_after","PCoA"
"J_XYL_F_0059_01",0.0955046863738815,-0.0172310631375565,"IBS_before","PCoA"
"J_XYL_F_0059_02",0.101227053073006,0.0430562300529923,"IBS_after","PCoA"
"J_XYL_F_0060_01",-0.0963829305251085,-0.0201635114762089,"IBS_before","PCoA"
"J_XYL_F_0060_02",0.174123996476607,0.180928464586596,"IBS_after","PCoA"
"J_XYL_F_0061_01",0.251975962991471,0.110612870158236,"IBS_before","PCoA"
"J_XYL_F_0061_02",0.0995767997012314,-0.0742806187190453,"IBS_after","PCoA"
"J_XYL_F_0062_01",0.185662325602727,0.0348032312268153,"IBS_before","PCoA"
"J_XYL_F_0062_02",0.190382376777093,0.0288324270455848,"IBS_after","PCoA"
"J_XYL_F_0064_01",-0.337303527693592,0.131996001255162,"IBS_before","PCoA"
"J_XYL_F_0064_02",-0.317994053746462,0.0440696728013457,"IBS_after","PCoA"
"J_XYL_F_0065_01",0.11671024189831,0.0518005648600659,"IBS_before","PCoA"
"J_XYL_F_0065_02",0.133164184893754,0.0727756456456209,"IBS_after","PCoA"
"J_XYL_F_0066_01",-0.227567410691818,-0.0710910938672565,"IBS_before","PCoA"
"J_XYL_F_0066_02",0.0608320528195642,-0.00417116875072783,"IBS_after","PCoA"
"K_XYL_F_0001_01",-0.277799250969862,0.0439624264142329,"UC_before","PCoA"
"K_XYL_F_0001_02",0.0297876886829655,0.324753372174235,"UC_after","PCoA"
"K_XYL_F_0002_01",-0.389247912007156,0.123929694194179,"UC_before","PCoA"
"K_XYL_F_0002_02",0.00812257609690367,0.301328588391142,"UC_after","PCoA"
"K_XYL_F_0003_01",-0.0903744316482879,-0.193017407725995,"UC_before","PCoA"
"K_XYL_F_0003_02",-0.394514031090742,0.08364094022128,"UC_after","PCoA"
"K_XYL_F_0004_01",-0.294448200521772,0.0727013984411286,"UC_before","PCoA"
"K_XYL_F_0004_02",-0.188796364350244,0.278718140266698,"UC_after","PCoA"
"K_XYL_F_0005_01",-0.0504454801761965,-0.191252875496774,"UC_before","PCoA"
"K_XYL_F_0005_02",0.292086585430969,0.142394508304547,"UC_after","PCoA"
"K_XYL_F_0007_01",-0.101919134888775,0.0757899472835677,"UC_before","PCoA"
"K_XYL_F_0007_02",-0.0145735136154863,0.0902038381642439,"UC_after","PCoA"
"K_XYL_F_0008_01",-0.0767904224824989,-0.100102019227964,"UC_before","PCoA"
"K_XYL_F_0008_02",-0.259607761284683,-0.0369172378062322,"UC_after","PCoA"
"K_XYL_F_0009_01",0.0461530510633394,-0.200781978447898,"UC_before","PCoA"
"K_XYL_F_0009_02",0.060254945583566,0.0563186546968131,"UC_after","PCoA"
"K_XYL_F_0009_03",0.217532980105955,-0.135294692141432,"NA","PCoA"
"K_XYL_F_0011_01",0.0317819597837426,-0.0523442488779862,"UC_before","PCoA"
"K_XYL_F_0011_02",0.153395929556112,-0.0361204065322412,"UC_after","PCoA"
"K_XYL_F_0012_01",0.177549961224453,0.0477040684943343,"UC_before","PCoA"
"K_XYL_F_0012_02",0.0900874803507042,-0.339702373730366,"UC_after","PCoA"
"K_XYL_F_0013_01",-0.365832779113227,0.0335019729632785,"UC_before","PCoA"
"K_XYL_F_0013_02",0.0872780423026608,-0.273757012689211,"UC_after","PCoA"
"K_XYL_F_0017_01",0.121906199837724,0.197499572100099,"UC_before","PCoA"
"K_XYL_F_0017_02",-0.0860841782355512,0.177500466196527,"UC_after","PCoA"
"K_XYL_F_0018_01",0.094696282375109,-0.039214135300948,"UC_before","PCoA"
"K_XYL_F_0018_02",-0.0412376628319817,0.0245757957475216,"UC_after","PCoA"
"K_XYL_F_0022_01",0.200104780229476,0.0554628029873549,"UC_before","PCoA"
"K_XYL_F_0022_02",0.0167982957480257,-0.397776182155768,"UC_after","PCoA"
"K_XYL_F_0028_01",-0.0263444879061443,-0.140790809648319,"UC_before","PCoA"
"K_XYL_F_0028_02",0.146000558058395,-0.0407285577927108,"UC_after","PCoA"
"K_XYL_F_0030_02",-0.0174866766238184,-0.226342188396416,"UC_after","PCoA"
"K_XYL_F_0030_03",0.331224979539009,0.207383419514832,"UC_before","PCoA"
"K_XYL_F_0033_01",0.301537615104855,-0.000808674341550359,"UC_before","PCoA"
"K_XYL_F_0033_02",0.260418685708575,0.00466708028644087,"UC_after","PCoA"
"K_XYL_F_0035_01",0.152781450651222,0.024490736788888,"UC_before","PCoA"
"K_XYL_F_0035_02",-0.062943718477617,0.0476174928983802,"UC_after","PCoA"
"K_XYL_F_0035_03",-0.0302498047297022,-0.0371033920374154,"NA","PCoA"
"K_XYL_F_0036_01",0.0369281507671116,0.0654576102130037,"UC_before","PCoA"
"K_XYL_F_0036_02",0.229406622913193,0.0425843805481498,"UC_after","PCoA"
"K_XYL_F_0037_01",0.0061510946056991,-0.469219332047683,"UC_before","PCoA"
"K_XYL_F_0037_02",0.0857338923299589,-0.388730527800285,"UC_after","PCoA"
"K_XYL_F_0038_01",0.0608059856227297,0.203688420457276,"UC_before","PCoA"
"K_XYL_F_0038_02",0.206989533380364,0.208022757163502,"UC_after","PCoA"
"K_XYL_F_0039_01",0.134141763678446,0.127181333731775,"UC_before","PCoA"
"K_XYL_F_0039_02",-0.447079204355369,0.105364019310826,"UC_after","PCoA"
"K_XYL_F_0042_01",0.153287668038532,-0.263756349315919,"UC_before","PCoA"
"K_XYL_F_0042_02",0.0405898441587899,-0.402424530395266,"UC_after","PCoA"
"K_XYL_F_0043_01",0.226901167006546,0.156115721277448,"UC_before","PCoA"
"K_XYL_F_0043_02",0.321906742915034,0.183053660794902,"UC_after","PCoA"
"K_XYL_F_0044_01",0.30001446928362,0.12919833045437,"UC_before","PCoA"
"K_XYL_F_0044_02",0.295797075679211,0.123856065042503,"UC_after","PCoA"
"K_XYL_F_0045_01",0.0363681852686262,-0.111966764252486,"UC_before","PCoA"
"K_XYL_F_0045_02",0.177392075151976,0.13529766919687,"UC_after","PCoA"
"K_XYL_F_0046_01",0.0394118414579954,-0.176244508919968,"UC_before","PCoA"
"K_XYL_F_0046_02",0.151097050154412,0.171250892049059,"UC_after","PCoA"
"K_XYL_F_0047_01",0.119174971442478,0.00858327428595814,"UC_before","PCoA"
"K_XYL_F_0047_02",0.111050192725399,0.0336440217495554,"UC_after","PCoA"
"K_XYL_F_0048_01",-0.198799394138583,-0.0695933503149448,"UC_before","PCoA"
"K_XYL_F_0048_02",-0.057477752714477,-0.0939259809990223,"UC_after","PCoA"
"J_XYL_F_0001_01",-2191.14454240137,-1377.51634140805,"IBS_before","PCA"
"J_XYL_F_0001_02",-5740.15541111589,3801.11082357707,"IBS_after","PCA"
"J_XYL_F_0002_01",794.946397861824,-597.656498472706,"IBS_before","PCA"
"J_XYL_F_0002_02",1531.60275756765,642.820897850878,"IBS_after","PCA"
"J_XYL_F_0003_01",1002.97219478484,-1351.04591022808,"IBS_before","PCA"
"J_XYL_F_0003_02",765.453372159209,-4439.00740138906,"IBS_after","PCA"
"J_XYL_F_0004_01",1592.01032831335,176.555035522547,"IBS_before","PCA"
"J_XYL_F_0004_02",1583.26213128045,-239.294405138108,"IBS_after","PCA"
"J_XYL_F_0005_01",896.616992243664,-1917.43276369789,"IBS_before","PCA"
"J_XYL_F_0005_02",-703.846926945491,48.4345913361388,"IBS_after","PCA"
"J_XYL_F_0006_01",1051.37223478677,119.578074034328,"IBS_before","PCA"
"J_XYL_F_0006_02",-49.1757823251146,-2188.21743729067,"IBS_after","PCA"
"J_XYL_F_0010_01",44.6427675204131,981.185974028887,"IBS_before","PCA"
"J_XYL_F_0010_02",2916.56841640415,2517.49951610276,"IBS_after","PCA"
"J_XYL_F_0012_01",185.44483025017,-5496.53371004347,"IBS_before","PCA"
"J_XYL_F_0012_02",380.860518276791,-5984.42761932328,"IBS_after","PCA"
"J_XYL_F_0013_01",1270.5806423861,377.04061773016,"IBS_before","PCA"
"J_XYL_F_0013_02",2860.90076995778,3252.83411434905,"IBS_after","PCA"
"J_XYL_F_0015_01",-1200.30478993066,-1267.36972639388,"IBS_before","PCA"
"J_XYL_F_0015_02",134.933013628519,-2773.20029844943,"IBS_after","PCA"
"J_XYL_F_0016_01",-1688.03113170581,-1330.15576382006,"IBS_before","PCA"
"J_XYL_F_0016_02",-34.9090600110942,-1376.02358654326,"IBS_after","PCA"
"J_XYL_F_0018_01",1411.28417879315,1213.40938240698,"IBS_before","PCA"
"J_XYL_F_0018_02",669.568812617914,-3121.46704693476,"IBS_after","PCA"
"J_XYL_F_0020_01",2110.98618630438,1320.87460714573,"IBS_before","PCA"
"J_XYL_F_0020_02",-886.449220456453,-1729.3741500898,"IBS_after","PCA"
"J_XYL_F_0025_01",-1251.02469339019,-1040.96098681082,"IBS_before","PCA"
"J_XYL_F_0025_02",-1164.27160314685,426.506037284055,"IBS_after","PCA"
"J_XYL_F_0031_01",3215.44013802263,2867.08560273944,"IBS_before","PCA"
"J_XYL_F_0031_02",1669.10344487496,1082.74729935669,"IBS_after","PCA"
"J_XYL_F_0032_01",60.3192024174748,-1978.01275139571,"IBS_before","PCA"
"J_XYL_F_0032_02",408.677592527184,-274.749313633292,"IBS_after","PCA"
"J_XYL_F_0034_01",-440.253907278574,873.964422427653,"IBS_before","PCA"
"J_XYL_F_0034_02",-5100.7574567964,1539.74340923755,"IBS_after","PCA"
"J_XYL_F_0036_01",-273.148447595091,-657.031330265591,"IBS_before","PCA"
"J_XYL_F_0036_02",61.7206198678053,-2233.03732117627,"IBS_after","PCA"
"J_XYL_F_0043_01",1016.28961614803,1935.59036218382,"IBS_before","PCA"
"J_XYL_F_0043_2",-100.643965216582,-2104.69161418694,"IBS_after","PCA"
"J_XYL_F_0044_01",614.666809396134,597.430860505697,"IBS_before","PCA"
"J_XYL_F_0044_02",-745.60083870074,-148.496520893292,"IBS_after","PCA"
"J_XYL_F_0045_01",-7077.63712507106,1291.40868347356,"IBS_before","PCA"
"J_XYL_F_0045_2",-11422.2248674173,3834.9455880933,"IBS_after","PCA"
"J_XYL_F_0046_01",796.639895755625,-396.280764953132,"IBS_before","PCA"
"J_XYL_F_0046_02",-557.214529022363,1264.42786388208,"IBS_after","PCA"
"J_XYL_F_0047_01",-1673.58728505976,2059.81601046064,"IBS_before","PCA"
"J_XYL_F_0047_02",-54.5499469009674,94.7729528678532,"IBS_after","PCA"
"J_XYL_F_0048_01",-6821.99640640024,1053.68553374566,"IBS_before","PCA"
"J_XYL_F_0049_02",-976.177058250059,136.494047296598,"IBS_after","PCA"
"J_XYL_F_0050_01",-6217.22904197384,1799.80694547074,"IBS_before","PCA"
"J_XYL_F_0050_02",-1013.0120115254,-3517.05124915613,"IBS_after","PCA"
"J_XYL_F_0051_01",-5821.13130471768,2168.36468858354,"IBS_before","PCA"
"J_XYL_F_0051_02",1683.48326710296,-1208.9794395745,"IBS_after","PCA"
"J_XYL_F_0053_01",882.676893920827,-133.820940752908,"IBS_before","PCA"
"J_XYL_F_0053_02",848.760076190788,-1492.92311865396,"IBS_after","PCA"
"J_XYL_F_0057_01",-1978.8142057573,-920.526457697634,"IBS_before","PCA"
"J_XYL_F_0057_02",-553.636386207245,-254.893778247244,"IBS_after","PCA"
"J_XYL_F_0058_01",-4143.00466450627,573.114180568928,"IBS_before","PCA"
"J_XYL_F_0058_02",441.701538789511,-135.961312493033,"IBS_after","PCA"
"J_XYL_F_0059_01",893.030707007344,-453.559972413566,"IBS_before","PCA"
"J_XYL_F_0059_02",737.570615032964,373.601645019186,"IBS_after","PCA"
"J_XYL_F_0060_01",-490.356607367832,-912.289525426717,"IBS_before","PCA"
"J_XYL_F_0060_02",2498.63411588419,2562.93638900905,"IBS_after","PCA"
"J_XYL_F_0061_01",2681.65380371103,907.706086700605,"IBS_before","PCA"
"J_XYL_F_0061_02",1296.19315302677,-1314.77838094233,"IBS_after","PCA"
"J_XYL_F_0062_01",1921.50838171822,477.70790638156,"IBS_before","PCA"
"J_XYL_F_0062_02",1926.37114183798,389.56515553385,"IBS_after","PCA"
"J_XYL_F_0064_01",-7826.07543545463,3203.52298196256,"IBS_before","PCA"
"J_XYL_F_0064_02",-3555.29462128886,-5.34187358632841,"IBS_after","PCA"
"J_XYL_F_0065_01",1091.94841572306,766.25435034209,"IBS_before","PCA"
"J_XYL_F_0065_02",1196.49283048728,648.812408880499,"IBS_after","PCA"
"J_XYL_F_0066_01",-1337.40486569714,-1798.49294964617,"IBS_before","PCA"
"J_XYL_F_0066_02",877.715373273845,-850.104439511696,"IBS_after","PCA"
"K_XYL_F_0001_01",-2256.3782163473,-445.868132808601,"UC_before","PCA"
"K_XYL_F_0001_02",4545.89739160023,9609.46272442523,"UC_after","PCA"
"K_XYL_F_0002_01",-8956.1465893262,3327.13812764163,"UC_before","PCA"
"K_XYL_F_0002_02",742.461881709335,4254.51829678112,"UC_after","PCA"
"K_XYL_F_0003_01",193.829749912646,-2878.62090024307,"UC_before","PCA"
"K_XYL_F_0003_02",-6586.01069703304,1672.66944762235,"UC_after","PCA"
"K_XYL_F_0004_01",-2920.05304029831,155.671651511664,"UC_before","PCA"
"K_XYL_F_0004_02",-5633.74099250405,4529.97761002584,"UC_after","PCA"
"K_XYL_F_0005_01",88.8755725511497,-2277.44097145671,"UC_before","PCA"
"K_XYL_F_0005_02",3567.68732397405,1788.49634102126,"UC_after","PCA"
"K_XYL_F_0007_01",-1102.75261687362,290.513746455647,"UC_before","PCA"
"K_XYL_F_0007_02",-168.480474139799,480.560411051209,"UC_after","PCA"
"K_XYL_F_0008_01",-383.883686337409,-1327.45396953053,"UC_before","PCA"
"K_XYL_F_0008_02",-2249.06175345182,-1124.93437048793,"UC_after","PCA"
"K_XYL_F_0009_01",755.15216976645,-1987.65214673861,"UC_before","PCA"
"K_XYL_F_0009_02",445.956781693579,373.063873259038,"UC_after","PCA"
"K_XYL_F_0009_03",1827.64346773345,-1220.51671443174,"NA","PCA"
"K_XYL_F_0011_01",356.93300903157,-822.831883448314,"UC_before","PCA"
"K_XYL_F_0011_02",1549.87008925766,-612.214341970573,"UC_after","PCA"
"K_XYL_F_0012_01",1601.50319683057,516.336350008925,"UC_before","PCA"
"K_XYL_F_0012_02",1101.49569447637,-4276.08038723717,"UC_after","PCA"
"K_XYL_F_0013_01",-2829.08956550853,-1187.77831620138,"UC_before","PCA"
"K_XYL_F_0013_02",1129.4234035658,-3062.8032327331,"UC_after","PCA"
"K_XYL_F_0017_01",2353.38538757367,3328.46642696641,"UC_before","PCA"
"K_XYL_F_0017_02",-1196.94817779381,1363.72195020592,"UC_after","PCA"
"K_XYL_F_0018_01",928.073671766859,-757.815320510415,"UC_before","PCA"
"K_XYL_F_0018_02",-130.222048311193,-388.723822018534,"UC_after","PCA"
"K_XYL_F_0022_01",2090.62527198074,-65.7736440380644,"UC_before","PCA"
"K_XYL_F_0022_02",423.697920701183,-4357.18952097867,"UC_after","PCA"
"K_XYL_F_0028_01",514.933014361364,-1969.4946082991,"UC_before","PCA"
"K_XYL_F_0028_02",1593.78014112364,-1068.16125720169,"UC_after","PCA"
"K_XYL_F_0030_02",353.2758656811,-2605.67728850605,"UC_after","PCA"
"K_XYL_F_0030_03",5710.30358868297,4367.69977024143,"UC_before","PCA"
"K_XYL_F_0033_01",2941.01150623304,183.600504742829,"UC_before","PCA"
"K_XYL_F_0033_02",3143.92256335438,1131.44841345819,"UC_after","PCA"
"K_XYL_F_0035_01",1344.24639331906,118.191622560014,"UC_before","PCA"
"K_XYL_F_0035_02",-772.765057400835,84.6365818882886,"UC_after","PCA"
"K_XYL_F_0035_03",29.4153763500912,-995.967680982648,"NA","PCA"
"K_XYL_F_0036_01",244.194776247545,300.340307446342,"UC_before","PCA"
"K_XYL_F_0036_02",2224.10049560622,359.887676581994,"UC_after","PCA"
"K_XYL_F_0037_01",618.328315933041,-4938.67411276049,"UC_before","PCA"
"K_XYL_F_0037_02",1396.90059562893,-4457.11570843505,"UC_after","PCA"
"K_XYL_F_0038_01",1096.42124890508,2184.13532255249,"UC_before","PCA"
"K_XYL_F_0038_02",5917.75248641174,7166.97789250865,"UC_after","PCA"
"K_XYL_F_0039_01",1590.63438925962,1146.13584496138,"UC_before","PCA"
"K_XYL_F_0039_02",-4941.42552776557,213.856017546622,"UC_after","PCA"
"K_XYL_F_0042_01",1402.80920468273,-2477.61274391732,"UC_before","PCA"
"K_XYL_F_0042_02",860.624597314499,-3691.93372209778,"UC_after","PCA"
"K_XYL_F_0043_01",3164.01174055438,2922.75093317046,"UC_before","PCA"
"K_XYL_F_0043_02",5462.35141134928,4261.27315704892,"UC_after","PCA"
"K_XYL_F_0044_01",3623.81830237865,2136.80578799398,"UC_before","PCA"
"K_XYL_F_0044_02",3744.79537794102,2490.55879345091,"UC_after","PCA"
"K_XYL_F_0045_01",95.2936764350966,-1229.91085907142,"UC_before","PCA"
"K_XYL_F_0045_02",1972.38129862707,1627.76969221779,"UC_after","PCA"
"K_XYL_F_0046_01",190.301902292443,-1836.74147901414,"UC_before","PCA"
"K_XYL_F_0046_02",1968.24282699603,2201.3447072198,"UC_after","PCA"
"K_XYL_F_0047_01",1204.24145170608,-217.315934213304,"UC_before","PCA"
"K_XYL_F_0047_02",948.46741571414,89.3061892494871,"UC_after","PCA"
"K_XYL_F_0048_01",-1811.4921198378,-1232.78588083722,"UC_before","PCA"
"K_XYL_F_0048_02",-56.1614225047236,-1522.87556709819,"UC_after","PCA"
"J_XYL_F_0001_01",-0.616940303447629,0.355402993676724,"IBS_before","NMDS"
"J_XYL_F_0001_02",-0.254652634464461,-0.0425111510899129,"IBS_after","NMDS"
"J_XYL_F_0002_01",0.261994524397284,0.231172108658338,"IBS_before","NMDS"
"J_XYL_F_0002_02",0.362159679135369,0.0287909463466658,"IBS_after","NMDS"
"J_XYL_F_0003_01",0.395129456879943,0.365229426915308,"IBS_before","NMDS"
"J_XYL_F_0003_02",0.306141570377298,-0.0732139861903156,"IBS_after","NMDS"
"J_XYL_F_0004_01",0.46390364476758,0.216890769303496,"IBS_before","NMDS"
"J_XYL_F_0004_02",0.24414658075255,-0.015175216344781,"IBS_after","NMDS"
"J_XYL_F_0005_01",0.518076537002369,0.307070513151397,"IBS_before","NMDS"
"J_XYL_F_0005_02",0.339420508725143,0.0839571800300841,"IBS_after","NMDS"
"J_XYL_F_0006_01",-0.0998595861959679,0.787743027825382,"IBS_before","NMDS"
"J_XYL_F_0006_02",-0.319372448404382,0.800363835473827,"IBS_after","NMDS"
"J_XYL_F_0010_01",0.277753770502924,0.224953423993531,"IBS_before","NMDS"
"J_XYL_F_0010_02",0.515274800270503,0.139850458267511,"IBS_after","NMDS"
"J_XYL_F_0012_01",0.318983827074647,-0.449743314295353,"IBS_before","NMDS"
"J_XYL_F_0012_02",0.359289748547735,-0.256974326887552,"IBS_after","NMDS"
"J_XYL_F_0013_01",0.106316841939159,-0.163958603704056,"IBS_before","NMDS"
"J_XYL_F_0013_02",-0.266352989641974,0.409623984535798,"IBS_after","NMDS"
"J_XYL_F_0015_01",0.0754639224560965,-0.452216291818523,"IBS_before","NMDS"
"J_XYL_F_0015_02",-0.101372289597228,-0.398811052141401,"IBS_after","NMDS"
"J_XYL_F_0016_01",0.0456929857864878,-0.0199065954511451,"IBS_before","NMDS"
"J_XYL_F_0016_02",-0.353281368046336,-0.123290287720549,"IBS_after","NMDS"
"J_XYL_F_0018_01",0.318134140178648,0.000353228813932921,"IBS_before","NMDS"
"J_XYL_F_0018_02",0.34414349469805,0.646881136772544,"IBS_after","NMDS"
"J_XYL_F_0020_01",0.463472555471718,0.120856640645194,"IBS_before","NMDS"
"J_XYL_F_0020_02",-0.0373512849339369,0.240424252678301,"IBS_after","NMDS"
"J_XYL_F_0025_01",0.485330251048779,0.386193225241418,"IBS_before","NMDS"
"J_XYL_F_0025_02",0.408681376207915,-0.11229488728036,"IBS_after","NMDS"
"J_XYL_F_0031_01",0.0185330967134138,-0.140349728531466,"IBS_before","NMDS"
"J_XYL_F_0031_02",-0.23637851156804,0.147253186432301,"IBS_after","NMDS"
"J_XYL_F_0032_01",0.149803262274916,-0.280462403747692,"IBS_before","NMDS"
"J_XYL_F_0032_02",0.362558086782003,-0.0443248579640821,"IBS_after","NMDS"
"J_XYL_F_0034_01",0.376596306859241,-0.160767571794924,"IBS_before","NMDS"
"J_XYL_F_0034_02",-0.0672029288685525,0.171965842956199,"IBS_after","NMDS"
"J_XYL_F_0036_01",0.250932242670937,0.0832621048951153,"IBS_before","NMDS"
"J_XYL_F_0036_02",-0.020557087943759,0.369163450226886,"IBS_after","NMDS"
"J_XYL_F_0043_01",0.307131959510993,-0.0960234482941026,"IBS_before","NMDS"
"J_XYL_F_0043_2",0.184849579261124,0.71138434791936,"IBS_after","NMDS"
"J_XYL_F_0044_01",-0.392215408494619,0.584031994283805,"IBS_before","NMDS"
"J_XYL_F_0044_02",-0.659426347687263,0.175430882199917,"IBS_after","NMDS"
"J_XYL_F_0045_01",-0.506851010224441,0.384073735231113,"IBS_before","NMDS"
"J_XYL_F_0045_2",-0.0951063354271383,0.00242269905558065,"IBS_after","NMDS"
"J_XYL_F_0046_01",0.17183064693271,-0.0275072703354941,"IBS_before","NMDS"
"J_XYL_F_0046_02",0.203571690467685,0.134105264600967,"IBS_after","NMDS"
"J_XYL_F_0047_01",-0.0125438318316971,-0.237780056922059,"IBS_before","NMDS"
"J_XYL_F_0047_02",0.255492430884345,0.326549762226786,"IBS_after","NMDS"
"J_XYL_F_0048_01",-0.456870574833553,0.0335264863847942,"IBS_before","NMDS"
"J_XYL_F_0049_02",0.272417615048757,0.178955233587255,"IBS_after","NMDS"
"J_XYL_F_0050_01",-0.340229148214285,-0.173761667682837,"IBS_before","NMDS"
"J_XYL_F_0050_02",-1.79505366619756,0.333306540382875,"IBS_after","NMDS"
"J_XYL_F_0051_01",-0.747805034248035,-0.0883637236429216,"IBS_before","NMDS"
"J_XYL_F_0051_02",0.535939872252682,0.196452066681757,"IBS_after","NMDS"
"J_XYL_F_0053_01",0.343529071480744,-0.145704319246316,"IBS_before","NMDS"
"J_XYL_F_0053_02",0.249243891873205,0.00336283970836069,"IBS_after","NMDS"
"J_XYL_F_0057_01",-0.943611229311559,0.139188433128661,"IBS_before","NMDS"
"J_XYL_F_0057_02",0.0637683910128438,0.106568677935094,"IBS_after","NMDS"
"J_XYL_F_0058_01",-0.508181577500986,-0.423604764810216,"IBS_before","NMDS"
"J_XYL_F_0058_02",-0.126096169451246,0.0841797421446732,"IBS_after","NMDS"
"J_XYL_F_0059_01",0.0876604706955321,-0.0475470192756993,"IBS_before","NMDS"
